chi_name,wind_name,pure_name,quant_name
华铭智能,300462.SZ,300462,300462.SZ
海航控股,600221.SH,600221,600221.SS
华自科技,300490.SZ,300490,300490.SZ
凯撒旅游,000796.SZ,000796,000796.SZ
海航创新,600555.SH,600555,600555.SS
海航投资,000616.SZ,000616,000616.SZ
友阿股份,002277.SZ,002277,002277.SZ
湖南发展,000722.SZ,000722,000722.SZ
华升股份,600156.SH,600156,600156.SS
南岭民爆,002096.SZ,002096,002096.SZ
京粮控股,000505.SZ,000505,000505.SZ
湖南盐业,600929.SH,600929,600929.SS
湖南天雁,600698.SH,600698,600698.SS
正虹科技,000702.SZ,000702,000702.SZ
中科电气,300035.SZ,300035,300035.SZ
和晶科技,300279.SZ,300279,300279.SZ
和佳股份,300273.SZ,300273,300273.SZ
好莱客,603898.SH,603898,603898.SS
合力泰,002217.SZ,002217,002217.SZ
好利来,002729.SZ,002729,002729.SZ
合诚股份,603909.SH,603909,603909.SS
奥马电器,002668.SZ,002668,002668.SZ
好当家,600467.SH,600467,600467.SS
弘信电子,300657.SZ,300657,300657.SZ
红宝丽,002165.SZ,002165,002165.SZ
鸿博股份,002229.SZ,002229,002229.SZ
宏大爆破,002683.SZ,002683,002683.SZ
宏达股份,600331.SH,600331,600331.SS
宏达高科,002144.SZ,002144,002144.SZ
宏达矿业,600532.SH,600532,600532.SS
宏达新材,002211.SZ,002211,002211.SZ
红豆股份,600400.SH,600400,600400.SS
宏发股份,600885.SH,600885,600885.SS
洪汇新材,002802.SZ,002802,002802.SZ
鸿利智汇,300219.SZ,300219,300219.SZ
鸿路钢构,002541.SZ,002541,002541.SZ
红旗连锁,002697.SZ,002697,002697.SZ
宏润建设,002062.SZ,002062,002062.SZ
宏盛股份,603090.SH,603090,603090.SS
洪涛股份,002325.SZ,002325,002325.SZ
鸿特科技,300176.SZ,300176,300176.SZ
红宇新材,300345.SZ,300345,300345.SZ
康芝药业,300086.SZ,300086,300086.SZ
湘油泵,603319.SH,603319,603319.SS
润和软件,300339.SZ,300339,300339.SZ
禾望电气,603063.SH,603063,603063.SS
合盛硅业,603260.SH,603260,603260.SS
和胜股份,002824.SZ,002824,002824.SZ
东方银星,600753.SH,600753,600753.SS
好太太,603848.SH,603848,603848.SS
厚普股份,300471.SZ,300471,300471.SZ
平高电气,600312.SH,600312,600312.SS
哈药股份,600664.SH,600664,600664.SS
华能国际,600011.SH,600011,600011.SS
秋林集团,600891.SH,600891,600891.SS
恒瑞医药,600276.SH,600276,600276.SS
恒润股份,603985.SH,603985,603985.SS
人民同泰,600829.SH,600829,600829.SS
华仁药业,300110.SZ,300110,300110.SZ
杭州园林,300649.SZ,300649,300649.SZ
和顺电气,300141.SZ,300141,300141.SZ
汉商集团,600774.SH,600774,600774.SS
众泰汽车,000980.SZ,000980,000980.SZ
中科新材,002290.SZ,002290,002290.SZ
ST宏盛,600817.SH,600817,600817.SS
黄山旅游,600054.SH,600054,600054.SS
恒顺众昇,300208.SZ,300208,300208.SZ
航天机电,600151.SH,600151,600151.SS
龙江交通,601188.SH,601188,601188.SS
亨通光电,600487.SH,600487,600487.SS
哈投股份,600864.SH,600864,600864.SS
和而泰,002402.SZ,002402,002402.SZ
华泰证券,601688.SH,601688,601688.SS
华安证券,600909.SH,600909,600909.SS
华宝股份,300741.SZ,300741,300741.SZ
华测导航,300627.SZ,300627,300627.SZ
华策影视,300133.SZ,300133,300133.SZ
华昌化工,002274.SZ,002274,002274.SZ
华昌达,300278.SZ,300278,300278.SZ
华达科技,603358.SH,603358,603358.SS
华电重工,601226.SH,601226,601226.SS
华鼎股份,601113.SH,601113,601113.SS
华东科技,000727.SZ,000727,000727.SZ
深华发A,000020.SZ,000020,000020.SZ
华发股份,600325.SH,600325,600325.SS
华纺股份,600448.SH,600448,600448.SS
华峰氨纶,002064.SZ,002064,002064.SZ
华峰超纤,300180.SZ,300180,300180.SZ
华孚时尚,002042.SZ,002042,002042.SZ
华海药业,600521.SH,600521,600521.SS
华宏科技,002645.SZ,002645,002645.SZ
华锦股份,000059.SZ,000059,000059.SZ
华金资本,000532.SZ,000532,000532.SZ
华凯创意,300592.SZ,300592,300592.SZ
华控赛格,000068.SZ,000068,000068.SZ
华兰生物,002007.SZ,002007,002007.SZ
华菱星马,600375.SH,600375,600375.SS
华鲁恒升,600426.SH,600426,600426.SS
华录百纳,300291.SZ,300291,300291.SZ
华脉科技,603042.SH,603042,603042.SS
华茂股份,000850.SZ,000850,000850.SZ
华媒控股,000607.SZ,000607,000607.SZ
华明装备,002270.SZ,002270,002270.SZ
华能水电,600025.SH,600025,600025.SS
皇马科技,603181.SH,603181,603181.SS
黄山胶囊,002817.SZ,002817,002817.SZ
煌上煌,002695.SZ,002695,002695.SZ
*ST皇台,000995.SZ,000995,000995.SZ
华鹏飞,300350.SZ,300350,300350.SZ
华邦健康,002004.SZ,002004,002004.SZ
深圳华强,000062.SZ,000062,000062.SZ
华瑞股份,300626.SZ,300626,300626.SZ
华斯股份,002494.SZ,002494,002494.SZ
华天科技,002185.SZ,002185,002185.SZ
华天酒店,000428.SZ,000428,000428.SZ
华铁科技,603300.SH,603300,603300.SS
华体科技,603679.SH,603679,603679.SS
华统股份,002840.SZ,002840,002840.SZ
华通医药,002758.SZ,002758,002758.SZ
骅威文化,002502.SZ,002502,002502.SZ
华伍股份,300095.SZ,300095,300095.SZ
华夏银行,600015.SH,600015,600015.SS
华信新材,300717.SZ,300717,300717.SZ
华新水泥,600801.SH,600801,600801.SS
华星创业,300025.SZ,300025,300025.SZ
华西证券,002926.SZ,002926,002926.SZ
华讯方舟,000687.SZ,000687,000687.SZ
华仪电气,600290.SH,600290,600290.SS
华英农业,002321.SZ,002321,002321.SZ
华友钴业,603799.SH,603799,603799.SS
华源控股,002787.SZ,002787,002787.SZ
华正新材,603186.SH,603186,603186.SS
振华股份,603067.SH,603067,603067.SS
合肥城建,002208.SZ,002208,002208.SZ
瀚叶股份,600226.SH,600226,600226.SS
濮阳惠成,300481.SZ,300481,300481.SZ
惠达卫浴,603385.SH,603385,603385.SS
ST辉丰,002496.SZ,002496,002496.SZ
辉煌科技,002296.SZ,002296,002296.SZ
汇洁股份,002763.SZ,002763,002763.SZ
汇金股份,300368.SZ,300368,300368.SZ
辉隆股份,002556.SZ,002556,002556.SZ
惠泉啤酒,600573.SH,600573,600573.SS
回天新材,300041.SZ,300041,300041.SZ
惠天热电,000692.SZ,000692,000692.SZ
汇通能源,600605.SH,600605,600605.SS
汇中股份,300371.SZ,300371,300371.SZ
恒邦股份,002237.SZ,002237,002237.SZ
湖南黄金,002155.SZ,002155,002155.SZ
恒生电子,600570.SH,600570,600570.SS
沪宁股份,300669.SZ,300669,300669.SZ
华力创通,300045.SZ,300045,300045.SZ
人福医药,600079.SH,600079,600079.SS
华西股份,000936.SZ,000936,000936.SZ
海信电器,600060.SH,600060,600060.SS
海欣股份,600851.SH,600851,600851.SS
合兴包装,002228.SZ,002228,002228.SZ
杭萧钢构,600477.SH,600477,600477.SS
恒信东方,300081.SZ,300081,300081.SZ
华钰矿业,601020.SH,601020,601020.SS
翰宇药业,300199.SZ,300199,300199.SZ
凯普生物,300639.SZ,300639,300639.SZ
汇源通信,000586.SZ,000586,000586.SZ
长虹华意,000404.SZ,000404,000404.SZ
华扬联众,603825.SH,603825,603825.SS
海源复材,002529.SZ,002529,002529.SZ
恒源煤电,600971.SH,600971,600971.SS
红阳能源,600758.SH,600758,600758.SS
恒逸石化,000703.SZ,000703,000703.SZ
华远地产,600743.SH,600743,600743.SS
海能达,002583.SZ,002583,002583.SZ
杭州银行,600926.SH,600926,600926.SS
杭州高新,300478.SZ,300478,300478.SZ
杭钢股份,600126.SH,600126,600126.SS
华资实业,600191.SH,600191,600191.SS
建科院,300675.SZ,300675,300675.SZ
建研院,603183.SH,603183,603183.SS
工商银行,601398.SH,601398,601398.SS
国中水务,600187.SH,600187,600187.SS
申通快递,002468.SZ,002468,002468.SZ
爱迪尔,002740.SZ,002740,002740.SZ
地尔汉宇,300403.SZ,300403,300403.SZ
积成电子,002339.SZ,002339,002339.SZ
快意电梯,002774.SZ,002774,002774.SZ
科大讯飞,002230.SZ,002230,002230.SZ
爱柯迪,600933.SH,600933,600933.SS
国际医学,000516.SZ,000516,000516.SZ
阳普医疗,300030.SZ,300030,300030.SZ
英派斯,002899.SZ,002899,002899.SZ
兴业矿业,000426.SZ,000426,000426.SZ
英可瑞,300713.SZ,300713,300713.SZ
兴业银行,601166.SH,601166,601166.SS
云赛智联,600602.SH,600602,600602.SS
英飞拓,002528.SZ,002528,002528.SZ
银之杰,300085.SZ,300085,300085.SZ
盈峰环境,000967.SZ,000967,000967.SZ
音飞储存,603066.SH,603066,603066.SS
盈方微,000670.SZ,000670,000670.SZ
贤丰控股,002141.SZ,002141,002141.SZ
北京君正,300223.SZ,300223,300223.SZ
引力传媒,603598.SH,603598,603598.SS
创新医疗,002173.SZ,002173,002173.SZ
先锋电子,002767.SZ,002767,002767.SZ
英洛华,000795.SZ,000795,000795.SZ
汇川技术,300124.SZ,300124,300124.SZ
浙大网新,600797.SH,600797,600797.SS
英科医疗,300677.SZ,300677,300677.SZ
浩丰科技,300419.SZ,300419,300419.SZ
英特集团,000411.SZ,000411,000411.SZ
盈趣科技,002925.SZ,002925,002925.SZ
远望谷,002161.SZ,002161,002161.SZ
英飞特,300582.SZ,300582,300582.SZ
英威腾,002334.SZ,002334,002334.SZ
银座股份,600858.SH,600858,600858.SS
掌阅科技,603533.SH,603533,603533.SS
世纪瑞尔,300150.SZ,300150,300150.SZ
三盛教育,300282.SZ,300282,300282.SZ
兴业证券,601377.SH,601377,601377.SS
浪潮软件,600756.SH,600756,600756.SS
厦门国贸,600755.SH,600755,600755.SS
杰恩设计,300668.SZ,300668,300668.SZ
江淮汽车,600418.SH,600418,600418.SS
杰克股份,603337.SH,603337,603337.SS
健帆生物,300529.SZ,300529,300529.SZ
江河集团,601886.SH,601886,601886.SS
劲胜智能,300083.SZ,300083,300083.SZ
健盛集团,603558.SH,603558,603558.SS
佳士科技,300193.SZ,300193,300193.SZ
津滨发展,000897.SZ,000897,000897.SZ
康欣新材,600076.SH,600076,600076.SS
精测电子,300567.SZ,300567,300567.SZ
上海天洋,603330.SH,603330,603330.SS
江西铜业,600362.SH,600362,600362.SS
长电科技,600584.SH,600584,600584.SS
金诚信,603979.SH,603979,603979.SS
金财互联,002530.SZ,002530,002530.SZ
九鼎投资,600053.SH,600053,600053.SS
金钼股份,601958.SH,601958,601958.SS
金盾股份,300411.SZ,300411,300411.SZ
宁波精达,603088.SH,603088,603088.SS
建投能源,000600.SZ,000600,000600.SZ
*ST佳电,000922.SZ,000922,000922.SZ
杰瑞股份,002353.SZ,002353,002353.SZ
捷成股份,300182.SZ,300182,300182.SZ
绿地控股,600606.SH,600606,600606.SS
金发拉比,002762.SZ,002762,002762.SZ
聚飞光电,300303.SZ,300303,300303.SZ
力星股份,300421.SZ,300421,300421.SZ
金冠股份,300510.SZ,300510,300510.SZ
酒鬼酒,000799.SZ,000799,000799.SZ
晶华新材,603683.SH,603683,603683.SS
江海股份,002484.SZ,002484,002484.SZ
嘉化能源,600273.SH,600273,600273.SS
吉宏股份,002803.SZ,002803,002803.SZ
江化微,603078.SH,603078,603078.SS
金鸿顺,603922.SH,603922,603922.SS
金禾实业,002597.SZ,002597,002597.SZ
九华旅游,603199.SH,603199,603199.SS
佳发教育,300559.SZ,300559,300559.SZ
加加食品,002650.SZ,002650,002650.SZ
家家悦,603708.SH,603708,603708.SS
ST嘉陵,600877.SH,600877,600877.SS
佳隆股份,002495.SZ,002495,002495.SZ
江南化工,002226.SZ,002226,002226.SZ
中兵红箭,000519.SZ,000519,000519.SZ
江南水务,601199.SH,601199,601199.SS
江山欧派,603208.SH,603208,603208.SS
大港股份,002077.SZ,002077,002077.SZ
鼎胜新材,603876.SH,603876,603876.SS
宁沪高速,600377.SH,600377,600377.SS
江苏租赁,600901.SH,600901,600901.SS
花王股份,603007.SH,603007,603007.SS
弘业股份,600128.SH,600128,600128.SS
捷捷微电,300623.SZ,300623,300623.SZ
久吾高科,300631.SZ,300631,300631.SZ
江苏舜天,600287.SH,600287,600287.SS
传艺科技,002866.SZ,002866,002866.SZ
怡达股份,300721.SZ,300721,300721.SZ
正丹股份,300641.SZ,300641,300641.SZ
中设股份,002883.SZ,002883,002883.SZ
江特电机,002176.SZ,002176,002176.SZ
江西长运,600561.SH,600561,600561.SS
同和药业,300636.SZ,300636,300636.SZ
新余国科,300722.SZ,300722,300722.SZ
电工合金,300697.SZ,300697,300697.SZ
健民集团,600976.SH,600976,600976.SS
建新股份,300107.SZ,300107,300107.SZ
建艺集团,002789.SZ,002789,002789.SZ
交大昂立,600530.SH,600530,600530.SS
珈伟股份,300317.SZ,300317,300317.SZ
嘉欣丝绸,002404.SZ,002404,002404.SZ
嘉友国际,603871.SH,603871,603871.SS
嘉寓股份,300117.SZ,300117,300117.SZ
嘉泽新能,601619.SH,601619,601619.SS
冀东水泥,000401.SZ,000401,000401.SZ
冀东装备,000856.SZ,000856,000856.SZ
杰赛科技,002544.SZ,002544,002544.SZ
际华集团,601718.SH,601718,601718.SS
吉华集团,603980.SH,603980,603980.SS
冀凯股份,002691.SZ,002691,002691.SZ
吉大通信,300597.SZ,300597,300597.SZ
金辰股份,603396.SH,603396,603396.SS
金城医药,300233.SZ,300233,300233.SZ
锦富技术,300128.SZ,300128,300128.SZ
新劲刚,300629.SZ,300629,300629.SZ
京城股份,600860.SH,600860,600860.SS
景峰医药,000908.SZ,000908,000908.SZ
精功科技,002006.SZ,002006,002006.SZ
精华制药,002349.SZ,002349,002349.SZ
景嘉微,300474.SZ,300474,300474.SZ
晶瑞股份,300655.SZ,300655,300655.SZ
晶盛机电,300316.SZ,300316,300316.SZ
金固股份,002488.SZ,002488,002488.SZ
金贵银业,002716.SZ,002716,002716.SZ
京新药业,002020.SZ,002020,002020.SZ
景兴纸业,002067.SZ,002067,002067.SZ
精艺股份,002295.SZ,002295,002295.SZ
靖远煤电,000552.SZ,000552,000552.SZ
金河生物,002688.SZ,002688,002688.SZ
金徽酒,603919.SH,603919,603919.SS
劲嘉股份,002191.SZ,002191,002191.SZ
金健米业,600127.SH,600127,600127.SS
锦江投资,600650.SH,600650,600650.SS
锦江股份,600754.SH,600754,600754.SS
金科股份,000656.SZ,000656,000656.SZ
金科文化,300459.SZ,300459,300459.SZ
金雷风电,300443.SZ,300443,300443.SZ
金利华电,300069.SZ,300069,300069.SZ
金陵饭店,601007.SH,601007,601007.SS
*ST金岭,000655.SZ,000655,000655.SZ
金陵药业,000919.SZ,000919,000919.SZ
金陵体育,300651.SZ,300651,300651.SZ
金龙机电,300032.SZ,300032,300032.SZ
金龙羽,002882.SZ,002882,002882.SZ
金路集团,000510.SZ,000510,000510.SZ
金能科技,603113.SH,603113,603113.SS
金牛化工,600722.SH,600722,600722.SS
金瑞矿业,600714.SH,600714,600714.SS
晋西车轴,600495.SH,600495,600495.SS
生物股份,600201.SH,600201,600201.SS
金字火腿,002515.SZ,002515,002515.SZ
久之洋,300516.SZ,300516,300516.SZ
吉视传媒,601929.SH,601929,601929.SS
九典制药,300705.SZ,300705,300705.SZ
九鼎新材,002201.SZ,002201,002201.SZ
久联发展,002037.SZ,002037,002037.SZ
久立特材,002318.SZ,002318,002318.SZ
久远银海,002777.SZ,002777,002777.SZ
九洲药业,603456.SH,603456,603456.SS
吉药控股,300108.SZ,300108,300108.SZ
金晶科技,600586.SH,600586,600586.SS
江龙船艇,300589.SZ,300589,300589.SZ
吉林敖东,000623.SZ,000623,000623.SZ
界龙实业,600836.SH,600836,600836.SS
吉林化纤,000420.SZ,000420,000420.SZ
吉林高速,601518.SH,601518,601518.SS
聚龙股份,300202.SZ,300202,300202.SZ
金轮股份,002722.SZ,002722,002722.SZ
吉林森工,600189.SH,600189,600189.SS
紫鑫药业,002118.SZ,002118,002118.SZ
江铃汽车,000550.SZ,000550,000550.SZ
金明精机,300281.SZ,300281,300281.SZ
朗博科技,603655.SH,603655,603655.SS
江南高纤,600527.SH,600527,600527.SS
九牧王,601566.SH,601566,601566.SS
久其软件,002279.SZ,002279,002279.SZ
健康元,600380.SH,600380,600380.SS
昭衍新药,603127.SH,603127,603127.SS
集泰股份,002909.SZ,002909,002909.SZ
九州通,600998.SH,600998,600998.SS
中来股份,300393.SZ,300393,300393.SZ
中石科技,300684.SZ,300684,300684.SZ
中航光电,002179.SZ,002179,002179.SZ
中炬高新,600872.SH,600872,600872.SS
优德精密,300549.SZ,300549,300549.SZ
九阳股份,002242.SZ,002242,002242.SZ
吉电股份,000875.SZ,000875,000875.SZ
金浦钛业,000545.SZ,000545,000545.SZ
京泉华,002885.SZ,002885,002885.SZ
江泉实业,600212.SH,600212,600212.SS
江阴银行,002807.SZ,002807,002807.SZ
坚瑞沃能,300116.SZ,300116,300116.SZ
江山股份,600389.SH,600389,600389.SS
广东甘化,000576.SZ,000576,000576.SZ
江苏有线,600959.SH,600959,600959.SS
金石东方,300434.SZ,300434,300434.SZ
井神股份,603299.SH,603299,603299.SS
江苏国泰,002091.SZ,002091,002091.SZ
恒立液压,601100.SH,601100,601100.SS
酒钢宏兴,600307.SH,600307,600307.SS
江苏新能,603693.SH,603693,603693.SS
京山轻机,000821.SZ,000821,000821.SZ
四环生物,000518.SZ,000518,000518.SZ
江苏阳光,600220.SH,600220,600220.SS
捷顺科技,002609.SZ,002609,002609.SZ
苏交科,300284.SZ,300284,300284.SZ
江苏吴中,600200.SH,600200,600200.SS
综艺股份,600770.SH,600770,600770.SS
劲拓股份,300400.SZ,300400,300400.SZ
金通灵,300091.SZ,300091,300091.SZ
京天利,300399.SZ,300399,300399.SZ
绝味食品,603517.SH,603517,603517.SS
巨力索具,002342.SZ,002342,002342.SZ
南京聚隆,300644.SZ,300644,300644.SZ
聚隆科技,300475.SZ,300475,300475.SZ
济川药业,600566.SH,600566,600566.SS
吉祥航空,603885.SH,603885,603885.SS
君禾股份,603617.SH,603617,603617.SS
君正集团,601216.SH,601216,601216.SS
经纬辉开,300120.SZ,300120,300120.SZ
京威股份,002662.SZ,002662,002662.SZ
经纬纺机,000666.SZ,000666,000666.SZ
佳讯飞鸿,300213.SZ,300213,300213.SZ
赣能股份,000899.SZ,000899,000899.SZ
金新农,002548.SZ,002548,002548.SZ
金信诺,300252.SZ,300252,300252.SZ
*ST金宇,000803.SZ,000803,000803.SZ
金圆股份,000546.SZ,000546,000546.SZ
佳云科技,300242.SZ,300242,300242.SZ
嘉应制药,002198.SZ,002198,002198.SZ
京运通,601908.SH,601908,601908.SS
集智股份,300553.SZ,300553,300553.SZ
金洲慈航,000587.SZ,000587,000587.SZ
九洲电气,300040.SZ,300040,300040.SZ
冀中能源,000937.SZ,000937,000937.SZ
振江股份,603507.SH,603507,603507.SS
锦州港,600190.SH,600190,600190.SS
九芝堂,000989.SZ,000989,000989.SZ
焦作万方,000612.SZ,000612,000612.SZ
江中药业,600750.SH,600750,600750.SS
*ST凯迪,000939.SZ,000939,000939.SZ
开尔新材,300234.SZ,300234,300234.SZ
深科技,000021.SZ,000021,000021.SZ
凯乐科技,600260.SH,600260,600260.SS
凯龙股份,002783.SZ,002783,002783.SZ
凯美特气,002549.SZ,002549,002549.SZ
凯瑞德,002072.SZ,002072,002072.SZ
凯撒文化,002425.SZ,002425,002425.SZ
开山股份,300257.SZ,300257,300257.SZ
凯文教育,002659.SZ,002659,002659.SZ
凯恩股份,002012.SZ,002012,002012.SZ
康达新材,002669.SZ,002669,002669.SZ
康惠制药,603139.SH,603139,603139.SS
康跃科技,300391.SZ,300391,300391.SZ
科恒股份,300340.SZ,300340,300340.SZ
康缘药业,600557.SH,600557,600557.SS
康盛股份,002418.SZ,002418,002418.SZ
开创国际,600097.SH,600097,600097.SS
科达利,002850.SZ,002850,002850.SZ
康德莱,603987.SH,603987,603987.SS
弘亚数控,002833.SZ,002833,002833.SZ
旷达科技,002516.SZ,002516,002516.SZ
康得新,002450.SZ,002450,002450.SZ
众应互联,002464.SZ,002464,002464.SZ
开滦股份,600997.SH,600997,600997.SS
科达洁能,600499.SH,600499,600499.SS
苏州科达,603660.SH,603660,603660.SS
科达股份,600986.SH,600986,600986.SS
科迪乳业,002770.SZ,002770,002770.SZ
科林电气,603050.SH,603050,603050.SS
科华恒盛,002335.SZ,002335,002335.SZ
克来机电,603960.SH,603960,603960.SS
科力尔,002892.SZ,002892,002892.SZ
柯利达,603828.SH,603828,603828.SS
科林环保,002499.SZ,002499,002499.SZ
海信科龙,000921.SZ,000921,000921.SZ
科隆股份,300405.SZ,300405,300405.SZ
科伦药业,002422.SZ,002422,002422.SZ
克明面业,002661.SZ,002661,002661.SZ
金莱特,002723.SZ,002723,002723.SZ
科融环境,300152.SZ,300152,300152.SZ
科森科技,603626.SH,603626,603626.SS
亚联发展,002316.SZ,002316,002316.SZ
科远股份,002380.SZ,002380,002380.SZ
凯发电气,300407.SZ,300407,300407.SZ
江丰电子,300666.SZ,300666,300666.SZ
科华控股,603161.SH,603161,603161.SS
科华生物,002022.SZ,002022,002022.SZ
康弘药业,002773.SZ,002773,002773.SZ
旗滨集团,601636.SH,601636,601636.SS
凯利泰,300326.SZ,300326,300326.SZ
莱克电气,603355.SH,603355,603355.SS
金达威,002626.SZ,002626,002626.SZ
金一文化,002721.SZ,002721,002721.SZ
金正大,002470.SZ,002470,002470.SZ
金发科技,600143.SH,600143,600143.SS
京汉股份,000615.SZ,000615,000615.SZ
青岛金王,002094.SZ,002094,002094.SZ
新莱应材,300260.SZ,300260,300260.SZ
金洲管道,002443.SZ,002443,002443.SZ
京蓝科技,000711.SZ,000711,000711.SZ
金域医学,603882.SH,603882,603882.SS
金石资源,603505.SH,603505,603505.SS
今世缘,603369.SH,603369,603369.SS
方直科技,300235.SZ,300235,300235.SZ
勤上股份,002638.SZ,002638,002638.SZ
科斯伍德,300192.SZ,300192,300192.SZ
御银股份,002177.SZ,002177,002177.SZ
坚朗五金,002791.SZ,002791,002791.SZ
景旺电子,603228.SH,603228,603228.SS
会稽山,601579.SH,601579,601579.SS
康隆达,603665.SH,603665,603665.SS
康力电梯,002367.SZ,002367,002367.SZ
金龙汽车,600686.SH,600686,600686.SS
川金诺,300505.SZ,300505,300505.SZ
康美药业,600518.SH,600518,600518.SS
康尼机电,603111.SH,603111,603111.SS
金力泰,300225.SZ,300225,300225.SZ
格尔软件,603232.SH,603232,603232.SS
*ST康达,000048.SZ,000048,000048.SZ
深康佳A,000016.SZ,000016,000016.SZ
开润股份,300577.SZ,300577,300577.SZ
口子窖,603589.SH,603589,603589.SS
昆药集团,600422.SH,600422,600422.SS
科士达,002518.SZ,002518,002518.SZ
今创集团,603680.SH,603680,603680.SS
广信材料,300537.SZ,300537,300537.SZ
顾家家居,603816.SH,603816,603816.SS
坤彩科技,603826.SH,603826,603826.SS
昆仑万维,300418.SZ,300418,300418.SZ
贵州茅台,600519.SH,600519,600519.SS
东土科技,300353.SZ,300353,300353.SZ
拉夏贝尔,603157.SH,603157,603157.SS
拉芳家化,603630.SH,603630,603630.SS
莱宝高科,002106.SZ,002106,002106.SZ
徕木股份,603633.SH,603633,603633.SS
朗姿股份,002612.SZ,002612,002612.SZ
蓝黛传动,002765.SZ,002765,002765.SZ
莱茵体育,000558.SZ,000558,000558.SZ
恒泰艾普,300157.SZ,300157,300157.SZ
联泰环保,603797.SH,603797,603797.SS
朗迪集团,603726.SH,603726,603726.SS
南国置业,002305.SZ,002305,002305.SZ
浪莎股份,600137.SH,600137,600137.SS
银亿股份,000981.SZ,000981,000981.SZ
*ST蓝科,601798.SH,601798,601798.SS
兰生股份,600826.SH,600826,600826.SS
兰太实业,600328.SH,600328,600328.SS
立思辰,300010.SZ,300010,300010.SZ
兰州黄河,000929.SZ,000929,000929.SZ
庄园牧场,002910.SZ,002910,002910.SZ
老白干酒,600559.SH,600559,600559.SS
*ST罗顿,600209.SH,600209,600209.SS
莱茵生物,002166.SZ,002166,002166.SZ
鲁北化工,600727.SH,600727,600727.SS
老百姓,603883.SH,603883,603883.SS
浪潮信息,000977.SZ,000977,000977.SZ
先导智能,300450.SZ,300450,300450.SZ
利德曼,300289.SZ,300289,300289.SZ
雷曼股份,300162.SZ,300162,300162.SZ
利君股份,002651.SZ,002651,002651.SZ
乐惠国际,603076.SH,603076,603076.SS
江苏雷利,300660.SZ,300660,300660.SZ
蓝思科技,300433.SZ,300433,300433.SZ
利欧股份,002131.SZ,002131,002131.SZ
立昂技术,300603.SZ,300603,300603.SZ
乐山电力,600644.SH,600644,600644.SS
乐普医疗,300003.SZ,300003,300003.SZ
乐通股份,002319.SZ,002319,002319.SZ
乐视网,300104.SZ,300104,300104.SZ
利亚德,300296.SZ,300296,300296.SZ
莱绅通灵,603900.SH,603900,603900.SS
蓝丰生化,002513.SZ,002513,002513.SZ
ST坊展,600149.SH,600149,600149.SS
老凤祥,600612.SH,600612,600612.SS
鹿港文化,601599.SH,601599,601599.SS
林海股份,600099.SH,600099,600099.SS
隆华科技,300263.SZ,300263,300263.SZ
莲花健康,600186.SH,600186,600186.SS
联环药业,600513.SH,600513,600513.SS
联络互动,002280.SZ,002280,002280.SZ
联创电子,002036.SZ,002036,002036.SZ
联得装备,300545.SZ,300545,300545.SZ
联发股份,002394.SZ,002394,002394.SZ
联化科技,002250.SZ,002250,002250.SZ
联明股份,603006.SH,603006,603006.SS
联创光电,600363.SH,600363,600363.SS
联建光电,300269.SZ,300269,300269.SZ
立霸股份,603519.SH,603519,603519.SS
利达光电,002189.SZ,002189,002189.SZ
丽岛新材,603937.SH,603937,603937.SS
利尔化学,002258.SZ,002258,002258.SZ
力帆股份,601777.SH,601777,601777.SS
绿康生化,002868.SZ,002868,002868.SZ
乐心医疗,300562.SZ,300562,300562.SZ
炼石有色,000697.SZ,000697,000697.SZ
理工环科,002322.SZ,002322,002322.SZ
丽江旅游,002033.SZ,002033,002033.SZ
百合花,603823.SH,603823,603823.SS
联创互联,300343.SZ,300343,300343.SZ
南威软件,603636.SH,603636,603636.SS
玲珑轮胎,601966.SH,601966,601966.SS
羚锐制药,600285.SH,600285,600285.SS
凌钢股份,600231.SH,600231,600231.SS
凌霄泵业,002884.SZ,002884,002884.SZ
凌云股份,600480.SH,600480,600480.SS
林洋能源,601222.SH,601222,601222.SS
灵康药业,603669.SH,603669,603669.SS
*ST狮头,600539.SH,600539,600539.SS
丽鹏股份,002374.SZ,002374,002374.SZ
利群股份,601366.SH,601366,601366.SS
力生制药,002393.SZ,002393,002393.SZ
小天鹅A,000418.SZ,000418,000418.SZ
柳工,000528.SZ,000528,000528.SZ
六国化工,600470.SH,600470,600470.SS
柳钢股份,601003.SH,601003,601003.SS
丽珠集团,000513.SZ,000513,000513.SZ
绿景控股,000502.SZ,000502,000502.SZ
隆基机械,002363.SZ,002363,002363.SZ
龙建股份,600853.SH,600853,600853.SS
陆家嘴,600663.SH,600663,600663.SS
亚翔集成,603929.SH,603929,603929.SS
龙净环保,600388.SH,600388,600388.SS
雷科防务,002413.SZ,002413,002413.SZ
鲁抗医药,600789.SH,600789,600789.SS
联诚精密,002921.SZ,002921,002921.SZ
利民股份,002734.SZ,002734,002734.SZ
联美控股,600167.SH,600167,600167.SS
*ST海投,600896.SH,600896,600896.SS
雷鸣科化,600985.SH,600985,600985.SS
两面针,600249.SH,600249,600249.SS
辽宁成大,600739.SH,600739,600739.SS
岭南控股,000524.SZ,000524,000524.SZ
*ST新能,000720.SZ,000720,000720.SZ
岭南股份,002717.SZ,002717,002717.SZ
乐歌股份,300729.SZ,300729,300729.SZ
宏创控股,002379.SZ,002379,002379.SZ
隆鑫通用,603766.SH,603766,603766.SS
