chi_name,wind_name,pure_name,quant_name
徐工机械,000425.SZ,000425,000425.SZ
欣天科技,300615.SZ,300615,300615.SZ
现代投资,000900.SZ,000900,000900.SZ
湘电股份,600416.SH,600416,600416.SS
新凤鸣,603225.SH,603225,603225.SS
厦工股份,600815.SH,600815,600815.SS
新华百货,600785.SH,600785,600785.SS
新华网,603888.SH,603888,603888.SS
厦门空港,600897.SH,600897,600897.SS
霞客环保,002015.SZ,002015,002015.SZ
环球印务,002799.SZ,002799,002799.SZ
香飘飘,603711.SH,603711,603711.SS
厦门象屿,600057.SH,600057,600057.SS
仙鹤股份,603733.SH,603733,603733.SS
国际实业,000159.SZ,000159,000159.SZ
喜临门,603008.SH,603008,603008.SS
西陇科学,002584.SZ,002584,002584.SZ
新澳股份,603889.SH,603889,603889.SS
信邦制药,002390.SZ,002390,002390.SZ
厦门信达,000701.SZ,000701,000701.SZ
兴发集团,600141.SH,600141,600141.SS
兴化股份,002109.SZ,002109,002109.SZ
兴民智通,002355.SZ,002355,002355.SZ
新光药业,300519.SZ,300519,300519.SZ
新国都,300130.SZ,300130,300130.SZ
兴业股份,603928.SH,603928,603928.SS
兴业科技,002674.SZ,002674,002674.SZ
星宇股份,601799.SH,601799,601799.SS
兴源环境,300266.SZ,300266,300266.SZ
韵达股份,002120.SZ,002120,002120.SZ
新华传媒,600825.SH,600825,600825.SS
新华制药,000756.SZ,000756,000756.SZ
新华文轩,601811.SH,601811,601811.SS
新湖中宝,600208.SH,600208,600208.SS
信捷电气,603416.SH,603416,603416.SS
新疆浩源,002700.SZ,002700,002700.SZ
新天然气,603393.SH,603393,603393.SS
新集能源,601918.SH,601918,601918.SS
鑫茂科技,000836.SZ,000836,000836.SZ
新朋股份,002328.SZ,002328,002328.SZ
新泉股份,603179.SH,603179,603179.SS
新日股份,603787.SH,603787,603787.SS
新赛股份,600540.SH,600540,600540.SS
新钢股份,600782.SH,600782,600782.SS
新天药业,002873.SZ,002873,002873.SZ
新天科技,300259.SZ,300259,300259.SZ
新通联,603022.SH,603022,603022.SS
信威集团,600485.SH,600485,600485.SS
新乡化纤,000949.SZ,000949,000949.SZ
新兴铸管,000778.SZ,000778,000778.SZ
新野纺织,002087.SZ,002087,002087.SZ
长鹰信质,002664.SZ,002664,002664.SZ
新筑股份,002480.SZ,002480,002480.SZ
秀强股份,300160.SZ,300160,300160.SZ
西王食品,000639.SZ,000639,000639.SZ
许继电气,000400.SZ,000400,000400.SZ
新疆众和,600888.SH,600888,600888.SS
新疆天业,600075.SH,600075,600075.SS
仙琚制药,002332.SZ,002332,002332.SZ
祥龙电业,600769.SH,600769,600769.SS
新联电子,002546.SZ,002546,002546.SZ
香梨股份,600506.SH,600506,600506.SS
信隆健康,002105.SZ,002105,002105.SZ
新力金融,600318.SH,600318,600318.SS
欣龙控股,000955.SZ,000955,000955.SZ
新宁物流,300013.SZ,300013,300013.SZ
*ST厦华,600870.SH,600870,600870.SS
厦门港务,000905.SZ,000905,000905.SZ
兴蓉环境,000598.SZ,000598,000598.SZ
雄塑科技,300599.SZ,300599,300599.SZ
西山煤电,000983.SZ,000983,000983.SZ
西宁特钢,600117.SH,600117,600117.SS
西水股份,600291.SH,600291,600291.SS
新农开发,600359.SH,600359,600359.SS
厦门钨业,600549.SH,600549,600549.SS
湘潭电化,002125.SZ,002125,002125.SZ
仙坛股份,002746.SZ,002746,002746.SZ
翔鹭钨业,002842.SZ,002842,002842.SZ
卓郎智能,600545.SH,600545,600545.SS
雪峰科技,603227.SH,603227,603227.SS
雪榕生物,300511.SZ,300511,300511.SZ
徐家汇,002561.SZ,002561,002561.SZ
旭升股份,603305.SH,603305,603305.SS
协鑫集成,002506.SZ,002506,002506.SZ
香雪制药,300147.SZ,300147,300147.SZ
襄阳轴承,000678.SZ,000678,000678.SZ
新洋丰,000902.SZ,000902,000902.SZ
新研股份,300159.SZ,300159,300159.SZ
西仪股份,002265.SZ,002265,002265.SZ
迅游科技,300467.SZ,300467,300467.SZ
新坐标,603040.SH,603040,603040.SS
ST准油,002207.SZ,002207,002207.SZ
*ST百特,002323.SZ,002323,002323.SZ
ST亚邦,603188.SH,603188,603188.SS
亚宝药业,600351.SH,600351,600351.SS
亚星客车,600213.SH,600213,600213.SS
亚光科技,300123.SZ,300123,300123.SZ
上海亚虹,603159.SH,603159,603159.SS
雅化集团,002497.SZ,002497,002497.SZ
ST仰帆,600421.SH,600421,600421.SS
阳光股份,000608.SZ,000608,000608.SZ
阳谷华泰,300121.SZ,300121,300121.SZ
洋河股份,002304.SZ,002304,002304.SZ
扬杰科技,300373.SZ,300373,300373.SZ
扬农化工,600486.SH,600486,600486.SS
晨化股份,300610.SZ,300610,300610.SZ
延华智能,002178.SZ,002178,002178.SZ
延江股份,300658.SZ,300658,300658.SZ
燕京啤酒,000729.SZ,000729,000729.SZ
盐津铺子,002847.SZ,002847,002847.SZ
冰轮环境,000811.SZ,000811,000811.SZ
泰和新材,002254.SZ,002254,002254.SZ
燕塘乳业,002732.SZ,002732,002732.SZ
盐田港,000088.SZ,000088,000088.SZ
兖州煤业,600188.SH,600188,600188.SS
姚记扑克,002605.SZ,002605,002605.SZ
亚普股份,603013.SH,603013,603013.SS
亚厦股份,002375.SZ,002375,002375.SZ
亚盛集团,600108.SH,600108,600108.SS
亚太实业,000691.SZ,000691,000691.SZ
亚太药业,002370.SZ,002370,002370.SZ
亚威股份,002559.SZ,002559,002559.SZ
亚夏汽车,002607.SZ,002607,002607.SZ
亚星化学,600319.SH,600319,600319.SS
博闻科技,600883.SH,600883,600883.SS
天原集团,002386.SZ,002386,002386.SZ
元成股份,603388.SH,603388,603388.SS
云南铜业,000878.SZ,000878,000878.SZ
延长化建,600248.SH,600248,600248.SS
长江通信,600345.SH,600345,600345.SS
宜昌交运,002627.SZ,002627,002627.SZ
易成新能,300080.SZ,300080,300080.SZ
融钰集团,002622.SZ,002622,002622.SZ
溢多利,300381.SZ,300381,300381.SZ
亿联网络,300628.SZ,300628,300628.SZ
怡球资源,601388.SH,601388,601388.SS
云南能投,002053.SZ,002053,002053.SZ
永贵电器,300351.SZ,300351,300351.SZ
豫光金铅,600531.SH,600531,600531.SS
远光软件,002063.SZ,002063,002063.SZ
银河电子,002519.SZ,002519,002519.SZ
易华录,300212.SZ,300212,300212.SZ
益佰制药,600594.SH,600594,600594.SS
宜宾纸业,600793.SH,600793,600793.SS
长江投资,600119.SH,600119,600119.SS
亿帆医药,002019.SZ,002019,002019.SZ
益丰药房,603939.SH,603939,603939.SS
宜华健康,000150.SZ,000150,000150.SZ
宜华生活,600978.SH,600978,600978.SS
亿嘉和,603666.SH,603666,603666.SS
伊利股份,600887.SH,600887,600887.SS
亿利达,002686.SZ,002686,002686.SZ
以岭药业,002603.SZ,002603,002603.SZ
*ST新亿,600145.SH,600145,600145.SS
依米康,300249.SZ,300249,300249.SZ
益民集团,600824.SH,600824,600824.SS
银邦股份,300337.SZ,300337,300337.SZ
银都股份,603277.SH,603277,603277.SS
银鸽投资,600069.SH,600069,600069.SS
赢合科技,300457.SZ,300457,300457.SZ
迎驾贡酒,603198.SH,603198,603198.SS
应流股份,603308.SH,603308,603308.SS
银轮股份,002126.SZ,002126,002126.SZ
银星能源,000862.SZ,000862,000862.SZ
一品红,300723.SZ,300723,300723.SZ
益生股份,002458.SZ,002458,002458.SZ
英唐智控,300131.SZ,300131,300131.SZ
亿通科技,300211.SZ,300211,300211.SZ
小商品城,600415.SH,600415,600415.SS
一心堂,002727.SZ,002727,002727.SZ
伊之密,300415.SZ,300415,300415.SZ
ST景谷,600265.SH,600265,600265.SS
营口港,600317.SH,600317,600317.SS
玉龙股份,601028.SH,601028,601028.SS
英力特,000635.SZ,000635,000635.SZ
伊力特,600197.SH,600197,600197.SS
易联众,300096.SZ,300096,300096.SZ
阳煤化工,600691.SH,600691,600691.SS
云南城投,600239.SH,600239,600239.SS
云铝股份,000807.SZ,000807,000807.SZ
云煤能源,600792.SH,600792,600792.SS
豫能控股,001896.SZ,001896,001896.SZ
ST云维,600725.SH,600725,600725.SS
长飞光纤,601869.SH,601869,601869.SS
雅克科技,002409.SZ,002409,002409.SZ
永安林业,000663.SZ,000663,000663.SZ
永安药业,002365.SZ,002365,002365.SZ
永东股份,002753.SZ,002753,002753.SZ
永福股份,300712.SZ,300712,300712.SZ
永高股份,002641.SZ,002641,002641.SZ
永辉超市,601933.SH,601933,601933.SS
永吉股份,603058.SH,603058,603058.SS
永利股份,300230.SZ,300230,300230.SZ
永太科技,002326.SZ,002326,002326.SZ
永兴特钢,002756.SZ,002756,002756.SZ
永悦科技,603879.SH,603879,603879.SS
永清环保,300187.SZ,300187,300187.SZ
用友网络,600588.SH,600588,600588.SS
永和智控,002795.SZ,002795,002795.SZ
浙江永强,002489.SZ,002489,002489.SZ
*ST友好,600778.SH,600778,600778.SS
雅戈尔,600177.SH,600177,600177.SS
永创智能,603901.SH,603901,603901.SS
融捷股份,002192.SZ,002192,002192.SZ
友邦吊顶,002718.SZ,002718,002718.SZ
游族网络,002174.SZ,002174,002174.SZ
阳泉煤业,600348.SH,600348,600348.SS
赢时胜,300377.SZ,300377,300377.SZ
益盛药业,002566.SZ,002566,002566.SZ
瀛通通讯,002861.SZ,002861,002861.SZ
亚通股份,600692.SH,600692,600692.SS
宇通客车,600066.SH,600066,600066.SS
亚泰集团,600881.SH,600881,600881.SS
锡业股份,000960.SZ,000960,000960.SZ
圆通速递,600233.SH,600233,600233.SS
银泰资源,000975.SZ,000975,000975.SZ
园城黄金,600766.SH,600766,600766.SS
远东传动,002406.SZ,002406,002406.SZ
元力股份,300174.SZ,300174,300174.SZ
元隆雅图,002878.SZ,002878,002878.SZ
远兴能源,000683.SZ,000683,000683.SZ
越博动力,300742.SZ,300742,300742.SZ
悦达投资,600805.SH,600805,600805.SS
跃岭股份,002725.SZ,002725,002725.SZ
岳阳兴长,000819.SZ,000819,000819.SZ
宇环数控,002903.SZ,002903,002903.SZ
御家汇,300740.SZ,300740,300740.SZ
渝开发,000514.SZ,000514,000514.SZ
运达科技,300440.SZ,300440,300440.SZ
云海金属,002182.SZ,002182,002182.SZ
云南白药,000538.SZ,000538,000538.SZ
云南锗业,002428.SZ,002428,002428.SZ
云南旅游,002059.SZ,002059,002059.SZ
云内动力,000903.SZ,000903,000903.SZ
宁波韵升,600366.SH,600366,600366.SS
云投生态,002200.SZ,002200,002200.SZ
裕同科技,002831.SZ,002831,002831.SZ
鱼跃医疗,002223.SZ,002223,002223.SZ
越秀金控,000987.SZ,000987,000987.SZ
裕兴股份,300305.SZ,300305,300305.SZ
云意电气,300304.SZ,300304,300304.SZ
岳阳林纸,600963.SH,600963,600963.SS
云天化,600096.SH,600096,600096.SS
豫园股份,600655.SH,600655,600655.SS
扬子新材,002652.SZ,002652,002652.SZ
再升科技,603601.SH,603601,603601.SS
藏格控股,000408.SZ,000408,000408.SZ
赞宇科技,002637.SZ,002637,002637.SZ
珍宝岛,603567.SH,603567,603567.SS
中百集团,000759.SZ,000759,000759.SZ
志邦家居,603801.SH,603801,603801.SS
郑州煤电,600121.SH,600121,600121.SS
中大力德,002896.SZ,002896,002896.SZ
振德医疗,603301.SH,603301,603301.SS
浙数文化,600633.SH,600633,600633.SS
浙商中拓,000906.SZ,000906,000906.SZ
中航电测,300114.SZ,300114,300114.SZ
天神娱乐,002354.SZ,002354,002354.SZ
中孚实业,600595.SH,600595,600595.SS
保税科技,600794.SH,600794,600794.SS
中光防雷,300414.SZ,300414,300414.SZ
正海生物,300653.SZ,300653,300653.SZ
章源钨业,002378.SZ,002378,002378.SZ
漳泽电力,000767.SZ,000767,000767.SZ
浙富控股,002266.SZ,002266,002266.SZ
百达精工,603331.SH,603331,603331.SS
晨丰科技,603685.SH,603685,603685.SS
浙江交科,002061.SZ,002061,002061.SZ
德宏股份,603701.SH,603701,603701.SS
浙江鼎力,603338.SH,603338,603338.SS
浙能电力,600023.SH,600023,600023.SS
长城科技,603897.SH,603897,603897.SS
嘉澳环保,603822.SH,603822,603822.SS
洁美科技,002859.SZ,002859,002859.SZ
今飞凯达,002863.SZ,002863,002863.SZ
京华激光,603607.SH,603607,603607.SS
浙江龙盛,600352.SH,600352,600352.SS
浙江美大,002677.SZ,002677,002677.SZ
浙江世宝,002703.SZ,002703,002703.SZ
祥和实业,603500.SH,603500,603500.SS
天铁股份,300587.SZ,300587,300587.SZ
铁流股份,603926.SH,603926,603926.SS
东尼电子,603595.SH,603595,603595.SS
扬帆新材,300637.SZ,300637,300637.SZ
阳光照明,600261.SH,600261,600261.SS
兆丰股份,300695.SZ,300695,300695.SZ
浙江众成,002522.SZ,002522,002522.SZ
中欣氟材,002915.SZ,002915,002915.SZ
振东制药,300158.SZ,300158,300158.SZ
正邦科技,002157.SZ,002157,002157.SZ
正平股份,603843.SH,603843,603843.SS
正业科技,300410.SZ,300410,300410.SZ
正元智慧,300645.SZ,300645,300645.SZ
振华科技,000733.SZ,000733,000733.SZ
振静股份,603477.SH,603477,603477.SS
深振业A,000006.SZ,000006,000006.SZ
浙江震元,000705.SZ,000705,000705.SZ
浙商证券,601878.SH,601878,601878.SS
柘中股份,002346.SZ,002346,002346.SZ
智飞生物,300122.SZ,300122,300122.SZ
智光电气,002169.SZ,002169,002169.SZ
正海磁材,300224.SZ,300224,300224.SZ
中昌数据,600242.SH,600242,600242.SS
中超控股,002471.SZ,002471,002471.SZ
*ST保千,600074.SH,600074,600074.SS
中飞股份,300489.SZ,300489,300489.SZ
中孚信息,300659.SZ,300659,300659.SZ
中富通,300560.SZ,300560,300560.SZ
*ST众和,002070.SZ,002070,002070.SZ
中恒电气,002364.SZ,002364,002364.SZ
中恒集团,600252.SH,600252,600252.SS
中弘股份,000979.SZ,000979,000979.SZ
中际旭创,300308.SZ,300308,300308.SZ
中金环境,300145.SZ,300145,300145.SZ
中金黄金,600489.SH,600489,600489.SS
中科三环,000970.SZ,000970,000970.SZ
中利集团,002309.SZ,002309,002309.SZ
中南建设,000961.SZ,000961,000961.SZ
众生药业,002317.SZ,002317,002317.SZ
中泰化学,002092.SZ,002092,002092.SZ
中泰股份,300435.SZ,300435,300435.SZ
中天金融,000540.SZ,000540,000540.SZ
中通国脉,603559.SH,603559,603559.SS
众兴菌业,002772.SZ,002772,002772.SZ
中亚股份,300512.SZ,300512,300512.SZ
众业达,002441.SZ,002441,002441.SZ
*ST中绒,000982.SZ,000982,000982.SZ
中原环保,000544.SZ,000544,000544.SZ
中原高速,600020.SH,600020,600020.SS
珠海中富,000659.SZ,000659,000659.SZ
宏达电子,300726.SZ,300726,300726.SZ
株冶集团,600961.SH,600961,600961.SS
紫金矿业,601899.SH,601899,601899.SS
浙江东日,600113.SH,600113,600113.SS
浙江广厦,600052.SH,600052,600052.SS
航民股份,600987.SH,600987,600987.SS
张江高科,600895.SH,600895,600895.SS
尖峰集团,600668.SH,600668,600668.SS
巨化股份,600160.SH,600160,600160.SS
中坚科技,002779.SZ,002779,002779.SZ
浙江东方,600120.SH,600120,600120.SS
紫江企业,600210.SH,600210,600210.SS
中捷资源,002021.SZ,002021,002021.SZ
浙江仙通,603239.SH,603239,603239.SS
中路股份,600818.SH,600818,600818.SS
浙江医药,600216.SH,600216,600216.SS
郑煤机,601717.SH,601717,601717.SS
中闽能源,600163.SH,600163,600163.SS
武汉中商,000785.SZ,000785,000785.SZ
中南文化,002445.SZ,002445,002445.SZ
中马传动,603767.SH,603767,603767.SS
宗申动力,001696.SZ,001696,001696.SZ
中联重科,000157.SZ,000157,000157.SZ
卓翼科技,002369.SZ,002369,002369.SZ
中源家居,603709.SH,603709,603709.SS
中曼石油,603619.SH,603619,603619.SS
镇海股份,603637.SH,603637,603637.SS
珠海港,000507.SZ,000507,000507.SZ
振华重工,600320.SH,600320,600320.SS
中山公用,000685.SZ,000685,000685.SZ
水晶光电,002273.SZ,002273,002273.SZ
中青宝,300052.SZ,300052,300052.SZ
中润资源,000506.SZ,000506,000506.SZ
真视通,002771.SZ,002771,002771.SZ
中通客车,000957.SZ,000957,000957.SZ
张家界,000430.SZ,000430,000430.SZ
中兴通讯,000063.SZ,000063,000063.SZ
中天科技,600522.SH,600522,600522.SS
佐力药业,300181.SZ,300181,300181.SZ
中文在线,300364.SZ,300364,300364.SZ
ST生化,000403.SZ,000403,000403.SZ
置信电气,600517.SH,600517,600517.SS
振芯科技,300101.SZ,300101,300101.SZ
众信旅游,002707.SZ,002707,002707.SZ
智云股份,300097.SZ,300097,300097.SZ
*ST毅达,600610.SH,600610,600610.SS
中元股份,300018.SZ,300018,300018.SZ
中原内配,002448.SZ,002448,002448.SZ
中央商场,600280.SH,600280,600280.SS
中原特钢,002423.SZ,002423,002423.SZ
漳州发展,000753.SZ,000753,000753.SZ
中珠医疗,600568.SH,600568,600568.SS
