chi_name,wind_name
永兴特钢,002756.SZ
永悦科技,603879.SH
永清环保,300187.SZ
用友网络,600588.SH
永和智控,002795.SZ
浙江永强,002489.SZ
*ST友好,600778.SH
雅戈尔,600177.SH
永创智能,603901.SH
融捷股份,002192.SZ
友邦吊顶,002718.SZ
游族网络,002174.SZ
阳泉煤业,600348.SH
赢时胜,300377.SZ
益盛药业,002566.SZ
瀛通通讯,002861.SZ
亚通股份,600692.SH
宇通客车,600066.SH
亚泰集团,600881.SH
锡业股份,000960.SZ
圆通速递,600233.SH
银泰资源,000975.SZ
园城黄金,600766.SH
远东传动,002406.SZ
元力股份,300174.SZ
元隆雅图,002878.SZ
远兴能源,000683.SZ
越博动力,300742.SZ
悦达投资,600805.SH
跃岭股份,002725.SZ
岳阳兴长,000819.SZ
宇环数控,002903.SZ
御家汇,300740.SZ
渝开发,000514.SZ
运达科技,300440.SZ
云海金属,002182.SZ
云南白药,000538.SZ
云南锗业,002428.SZ
云南旅游,002059.SZ
云内动力,000903.SZ
宁波韵升,600366.SH
云投生态,002200.SZ
裕同科技,002831.SZ
鱼跃医疗,002223.SZ
越秀金控,000987.SZ
裕兴股份,300305.SZ
云意电气,300304.SZ
岳阳林纸,600963.SH
云天化,600096.SH
豫园股份,600655.SH
扬子新材,002652.SZ
再升科技,603601.SH
藏格控股,000408.SZ
赞宇科技,002637.SZ
珍宝岛,603567.SH
中百集团,000759.SZ
志邦家居,603801.SH
郑州煤电,600121.SH
中大力德,002896.SZ
振德医疗,603301.SH
浙数文化,600633.SH
浙商中拓,000906.SZ
中航电测,300114.SZ
天神娱乐,002354.SZ
中孚实业,600595.SH
保税科技,600794.SH
中光防雷,300414.SZ
正海生物,300653.SZ
章源钨业,002378.SZ
漳泽电力,000767.SZ
浙富控股,002266.SZ
百达精工,603331.SH
晨丰科技,603685.SH
浙江交科,002061.SZ
德宏股份,603701.SH
浙江鼎力,603338.SH
浙能电力,600023.SH
长城科技,603897.SH
嘉澳环保,603822.SH
洁美科技,002859.SZ
今飞凯达,002863.SZ
京华激光,603607.SH
浙江龙盛,600352.SH
浙江美大,002677.SZ
浙江世宝,002703.SZ
祥和实业,603500.SH
天铁股份,300587.SZ
铁流股份,603926.SH
东尼电子,603595.SH
扬帆新材,300637.SZ
阳光照明,600261.SH
兆丰股份,300695.SZ
浙江众成,002522.SZ
中欣氟材,002915.SZ
振东制药,300158.SZ
正邦科技,002157.SZ
正平股份,603843.SH
正业科技,300410.SZ
正元智慧,300645.SZ
振华科技,000733.SZ
振静股份,603477.SH
深振业A,000006.SZ
浙江震元,000705.SZ
浙商证券,601878.SH
柘中股份,002346.SZ
智飞生物,300122.SZ
智光电气,002169.SZ
正海磁材,300224.SZ
中昌数据,600242.SH
中超控股,002471.SZ
*ST保千,600074.SH
中飞股份,300489.SZ
中孚信息,300659.SZ
中富通,300560.SZ
*ST众和,002070.SZ
中恒电气,002364.SZ
中恒集团,600252.SH
中弘股份,000979.SZ
中际旭创,300308.SZ
中金环境,300145.SZ
中金黄金,600489.SH
中科三环,000970.SZ
中利集团,002309.SZ
中南建设,000961.SZ
众生药业,002317.SZ
中泰化学,002092.SZ
中泰股份,300435.SZ
中天金融,000540.SZ
中通国脉,603559.SH
众兴菌业,002772.SZ
中亚股份,300512.SZ
众业达,002441.SZ
*ST中绒,000982.SZ
中原环保,000544.SZ
中原高速,600020.SH
珠海中富,000659.SZ
宏达电子,300726.SZ
株冶集团,600961.SH
紫金矿业,601899.SH
浙江东日,600113.SH
浙江广厦,600052.SH
航民股份,600987.SH
张江高科,600895.SH
尖峰集团,600668.SH
巨化股份,600160.SH
中坚科技,002779.SZ
浙江东方,600120.SH
紫江企业,600210.SH
中捷资源,002021.SZ
浙江仙通,603239.SH
中路股份,600818.SH
浙江医药,600216.SH
郑煤机,601717.SH
中闽能源,600163.SH
武汉中商,000785.SZ
中南文化,002445.SZ
中马传动,603767.SH
宗申动力,001696.SZ
中联重科,000157.SZ
卓翼科技,002369.SZ
中源家居,603709.SH
中曼石油,603619.SH
镇海股份,603637.SH
珠海港,000507.SZ
振华重工,600320.SH
中山公用,000685.SZ
水晶光电,002273.SZ
中青宝,300052.SZ
中润资源,000506.SZ
真视通,002771.SZ
中通客车,000957.SZ
张家界,000430.SZ
中兴通讯,000063.SZ
中天科技,600522.SH
佐力药业,300181.SZ
中文在线,300364.SZ
ST生化,000403.SZ
置信电气,600517.SH
振芯科技,300101.SZ
众信旅游,002707.SZ
智云股份,300097.SZ
*ST毅达,600610.SH
中元股份,300018.SZ
中原内配,002448.SZ
中央商场,600280.SH
中原特钢,002423.SZ
漳州发展,000753.SZ
中珠医疗,600568.SH
